course_code,facility_code,course_name,hol,par,course_type,course_architect,open_date,guest_policy,weekday_price,weekend_price,twilight_price,fairway,green,currency
USA-NC-00133-01,USA-NC-00133,Eagle Ridge,18,71,Parkland,Tom Kite/Bob Cupp,1992/R-2001,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00134-01,USA-NC-00134,Echo Farms,18,72,Parkland,Gene Hamm,1974,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00135-01,USA-NC-00135,Elk River,18,72,Parkland,Jack Nicklaus,1984,Closed,~,~,~,N/D,N/D,USD
USA-NC-00136-01,USA-NC-00136,Emerald,18,72,Parkland,Rees Jones,1988,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00137-01,USA-NC-00137,Emerald Lake,18,71,Parkland,N/D,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00138-01,USA-NC-00138,North/West,18,73,Parkland,Ed Ault,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00138-02,USA-NC-00138,South/North,18,73,Parkland,Ed Ault,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00138-03,USA-NC-00138,South/West,18,72,Parkland,Ed Ault,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00139-01,USA-NC-00139,Fairfield,9,35,Parkland,Charles Cox,1965,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00140-01,USA-NC-00140,Harbour Point,18,72,Parkland,Rees Jones,1985,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00140-02,USA-NC-00140,Shoreline,18,72,Parkland,Rees Jones,1984,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00141-01,USA-NC-00141,Falling Creek,18,71,Parkland,Gene Hamm,1967,Closed,~,~,~,N/D,N/D,USD
USA-NC-00142-01,USA-NC-00142,Falls Village,18,72,Parkland,N/D,1999,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00143-01,USA-NC-00143,Farmstead,18,72,Parkland,Willard Byrd/Dave Johnson,2001,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00144-01,USA-NC-00144,Farmville,18,71,Parkland,Donald Ross,1935,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00145-01,USA-NC-00145,Ferguson Farms Golf,18,71,Parkland,N/D,1992,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00146-01,USA-NC-00146,Firethorne,18,72,Parkland,Tom Jackson,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00147-01,USA-NC-00147,Flag Tree,18,72,Parkland,J Porter Gibson,1962,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00148-01,USA-NC-00148,Forest City Municipal,9,36,Parkland,N/D,1936,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00149-01,USA-NC-00149,North,18,72,Parkland,Tom Fazio,2002,Closed,~,~,~,N/D,N/D,USD
USA-NC-00150-01,USA-NC-00150,Forest Oaks,18,72,Parkland,Ellis Maples,1962,Closed,~,~,~,N/D,N/D,USD
USA-NC-00151-01,USA-NC-00151,Forsyth,18,71,Parkland,Donald Ross,1912,Closed,~,~,~,N/D,N/D,USD
USA-NC-00152-01,USA-NC-00152,Founders at St James Plantation,18,72,Parkland,P B Dye,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00153-01,USA-NC-00153,Fox Den,18,72,Parkland,Clyde Johnston,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00154-01,USA-NC-00154,West,18,72,Parkland,Gene Hamm,1969,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00154-02,USA-NC-00154,East,18,72,Parkland,Gene Hamm,1968,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00155-01,USA-NC-00155,Foxwood,18,72,Parkland,N/D,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00156-01,USA-NC-00156,Franklin,9,36,Parkland,N/D,1923,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00157-01,USA-NC-00157,Gaston,18,72,Parkland,Ellis Maples,1957,Closed,~,~,~,N/D,N/D,USD
USA-NC-00158-01,USA-NC-00158,Gastonia Municipal,18,71,Parkland,N/D,1931,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00159-01,USA-NC-00159,Gates Four,18,72,Parkland,Willard Byrd,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00160-01,USA-NC-00160,Gillespie,9,36,Parkland,N/D,1939,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00161-01,USA-NC-00161,Glen Cannon,18,72,Parkland,William B Anderson,1966,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00162-01,USA-NC-00162,Glen Dornach Waterway,18,72,Parkland,Clyde B Johnston,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00163-01,USA-NC-00163,Glen Oaks,18,72,Parkland,Bill McRee,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00164-01,USA-NC-00164,Goldsboro,18,72,Parkland,John LaFoy,1950,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00165-01,USA-NC-00165,Golf Learning Center at Village Green,9,27,Parkland,City Personnel,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00166-01,USA-NC-00166,Goose Creek,18,72,Parkland,Jerry Turner,1992,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00167-01,USA-NC-00167,1~18,18,72,Parkland,Jack Nicklaus,1994,Closed,~,~,~,N/D,N/D,USD
USA-NC-00167-02,USA-NC-00167,10~27,18,72,Parkland,Jack Nicklaus,1994,Closed,~,~,~,N/D,N/D,USD
USA-NC-00167-03,USA-NC-00167,1-9/19-27,18,72,Parkland,Jack Nicklaus,1994,Closed,~,~,~,N/D,N/D,USD
USA-NC-00168-01,USA-NC-00168,Granada Farms,18,72,Parkland,Tom Jackson,1976,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00169-01,USA-NC-00169,East,18,72,Parkland,David Graham/Gary Panks,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00169-02,USA-NC-00169,West,18,72,Parkland,David Graham/Gary Panks,1997,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00170-01,USA-NC-00170,Grandview,18,71,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00171-01,USA-NC-00171,Grassy Creek,18,72,Parkland,Ross Taylor,1956,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00173-01,USA-NC-00173,Green Acres,9,34,Parkland,N/D,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00174-01,USA-NC-00174,Green Meadows,18,70,Parkland,N/D,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00175-01,USA-NC-00175,Green Oaks,18,71,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00176-01,USA-NC-00176,Farms,18,71,Parkland,Ellis Maples,1963,Closed,~,~,~,N/D,N/D,USD
USA-NC-00176-02,USA-NC-00176,Irving Parks,18,71,Parkland,Donald Ross,1909,Closed,~,~,~,N/D,N/D,USD
USA-NC-00177-01,USA-NC-00177,Greensboro National,18,72,Parkland,Don & Mark Charles,1995,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00178-01,USA-NC-00178,Greensbridge,18,72,Parkland,Gene Daniel,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00179-01,USA-NC-00179,Greenstreet Mountain,9,36,Parkland,N/D,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00180-01,USA-NC-00180,Greenville,18,71,Parkland,N/D,1923,Closed,~,~,~,N/D,N/D,USD
USA-NC-00181-01,USA-NC-00181,Hampton Heights,18,71,Parkland,N/D,1973,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00182-01,USA-NC-00182,Happy Valley,18,72,Parkland,N/D,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00183-01,USA-NC-00183,Hawksnest,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00184-01,USA-NC-00184,Heather Hills,18,60,Parkland,N/D,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00185-01,USA-NC-00185,Hedingham,18,72,Parkland,David Postlethwait,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00186-01,USA-NC-00186,Hemlock,18,70,Parkland,Orel Robertson,1969,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00187-01,USA-NC-00187,Henderson,18,72,Parkland,Gene Hamm,1968,Closed,~,~,~,N/D,N/D,USD
USA-NC-00188-01,USA-NC-00188,Hendersonville,18,70,Parkland,Donald Ross,1927,Closed,~,~,~,N/D,N/D,USD
USA-NC-00189-01,USA-NC-00189,Heritage,18,72,Parkland,Bob Moore,2001,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00190-01,USA-NC-00190,Hickory Meadows,18,72,Parkland,Redd Sapp/Gene Watson,1978,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00191-01,USA-NC-00191,Hidden Valley,18,72,Parkland,Henry Dupree,1974,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00192-01,USA-NC-00192,High Hampton Inn,18,71,Parkland,George Cobb,1956,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00193-01,USA-NC-00193,High Meadows,18,72,Parkland,George Cobb,1964,Closed,~,~,~,N/D,N/D,USD
USA-NC-00194-01,USA-NC-00194,High Point,9,34,Parkland,Donald Ross,1923,Closed,~,~,~,N/D,N/D,USD
USA-NC-00195-01,USA-NC-00195,High Vista,18,73,Parkland,Tom Jackson,1976,Closed,~,~,~,N/D,N/D,USD
USA-NC-00196-01,USA-NC-00196,Highland,18,72,Parkland,Donald Ross,1946,Closed,~,~,~,N/D,N/D,USD
USA-NC-00197-01,USA-NC-00197,Highland Lake,9,35,Parkland,N/D,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00198-01,USA-NC-00198,Highlands,18,72,Parkland,Donald Ross,1926,Closed,~,~,~,N/D,N/D,USD
USA-NC-00199-01,USA-NC-00199,under renovation,18,71,Parkland,Tom Jackson,2000,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00200-01,USA-NC-00200,Highlands Falls,18,70,Parkland,Joe Lee,1960,Closed,~,~,~,N/D,N/D,USD
USA-NC-00201-01,USA-NC-00201,Hillandale,18,71,Parkland,Donald Ross/Perry Maxwell/R-George Cobb,1911/R-1960,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00202-01,USA-NC-00202,Cedarside/Hillside,18,72,Parkland,J T Jones Sr,1931,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00202-02,USA-NC-00202,Hillside/Lakeside,18,72,Parkland,J T Jones Sr,1931,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00202-03,USA-NC-00202,Lakeside/Cedarside,18,72,Parkland,J T Jones Sr,1931,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00203-01,USA-NC-00203,Hilma,9,35,Parkland,Gene Hamm,1894,Closed,~,~,~,N/D,N/D,USD
USA-NC-00204-01,USA-NC-00204,Holly Ridge,18,72,Parkland,Jim Bivens,1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00205-01,USA-NC-00205,Hope Mills,18,70,Parkland,N/D,1939,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00206-01,USA-NC-00206,Hope Valley,18,70,Parkland,Donald Ross,1926,Closed,~,~,~,N/D,N/D,USD
USA-NC-00207-01,USA-NC-00207,Hound Ears,18,72,Parkland,George Cobb,1963,Closed,~,~,~,N/D,N/D,USD
USA-NC-00208-01,USA-NC-00208,Hyland Hills,18,72,Parkland,Tom Jackson,1965,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00209-01,USA-NC-00209,Indian Trails,18,71,Parkland,N/D,1960,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00210-01,USA-NC-00210,Indian Valley,18,70,Parkland,Ellis Maples,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00211-01,USA-NC-00211,Inland Greens,18,54,Parkland,Dallas Harris,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00212-01,USA-NC-00212,Innsbrook,18,72,Parkland,Arnold Palmer Signature,2008,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00213-01,USA-NC-00213,Iron Tree,9,35,Parkland,Bill McCracken,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00214-01,USA-NC-00214,Ironwood,18,72,Parkland,Lee Trevino,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00215-01,USA-NC-00215,Jacksonville,18,72,Parkland,George Cobb,1953,Closed,~,~,~,N/D,N/D,USD
USA-NC-00216-01,USA-NC-00216,Jamestown Park,18,72,Parkland,N/D,1974,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00217-01,USA-NC-00217,Jefferson Landing on the New River,18,72,Parkland,Larry Nelsoennis Lehmann,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00218-01,USA-NC-00218,Kannapolis,18,72,Parkland,Monroe Maulden,1954,Closed,~,~,~,N/D,N/D,USD
USA-NC-00219-01,USA-NC-00219,Creek,18,72,Parkland,Ellis Maples,1976,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00220-01,USA-NC-00220,Kenmure,18,72,Parkland,Joe Lee,1981,Closed,~,~,~,N/D,N/D,USD
USA-NC-00221-01,USA-NC-00221,Kerr Lake,18,72,Parkland,N/D,1966,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00222-01,USA-NC-00222,Kilmarlic,18,72,Parkland,Tom Steele,2000,Closed,~,~,~,N/D,N/D,USD
USA-NC-00223-01,USA-NC-00223,Kings Grant,18,72,Parkland,Jim Holmes,1990,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00224-01,USA-NC-00224,Kings Mountain,18,72,Parkland,N/D,1945,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00225-01,USA-NC-00225,Kinston,18,71,Parkland,Ellis Maples,1930,Closed,~,~,~,N/D,N/D,USD
USA-NC-00226-01,USA-NC-00226,Knights Play,18,54,Parkland,David Postlethwait,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00227-01,USA-NC-00227,Par 3,9,27,Parkland,N/D,1979,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00228-01,USA-NC-00228,Knollwood Fairways,9,35,Parkland,C A Pitts,1960,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00229-01,USA-NC-00229,Lake Gaston,9,36,Parkland,Turner & Associates,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00230-01,USA-NC-00230,Dogwood/Sulpher Springs,18,72,Parkland,Wiilard Byrd,1968,Closed,~,~,~,N/D,N/D,USD
USA-NC-00230-02,USA-NC-00230,Fox Ruogwood,18,72,Parkland,Wiilard Byrd,1968,Closed,~,~,~,N/D,N/D,USD
USA-NC-00230-03,USA-NC-00230,Fox Run/Sulpher Springs,18,72,Parkland,Wiilard Byrd,1968,Closed,~,~,~,N/D,N/D,USD
USA-NC-00231-01,USA-NC-00231,Lake Junaluska,18,68,Parkland,N/D,1919,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00232-01,USA-NC-00232,Hickory Hill,18,72,Parkland,N/D,1969,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00233-01,USA-NC-00233,Lake Lure Municipal,18,70,Parkland,Donald Ross,1929,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00234-01,USA-NC-00234,Lake Toxaway,18,71,Parkland,Reg Heinitsh,1963,Closed,~,~,~,N/D,N/D,USD
USA-NC-00235-01,USA-NC-00235,Lake Winds,18,72,Parkland,Don Mesa,1984,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00236-01,USA-NC-00236,Lakeshore,18,70,Parkland,J M Utley Sr,1962,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00237-01,USA-NC-00237,Lakewood,18,72,Parkland,N/D,1965,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00238-01,USA-NC-00238,Lakewood,18,72,Parkland,F Britton,1979,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00239-01,USA-NC-00239,Lakewood Par 3,9,27,Parkland,The Kinley Family,1966,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00240-01,USA-NC-00240,Land Harbor,18,69,Parkland,Tom Jackson,1982,Closed,~,~,~,N/D,N/D,USD
USA-NC-00241-01,USA-NC-00241,Land O Lakes,18,72,Parkland,Hanson White,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00242-01,USA-NC-00242,Lane Tree,18,72,Parkland,John LaFoy,1992,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00243-01,USA-NC-00243,Larkhaven,18,72,Parkland,Butch Connell,1958,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00244-01,USA-NC-00244,Laurel Ridge,18,72,Parkland,Bob Cupp,1986,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00245-01,USA-NC-00245,Legacy,18,72,Parkland,Jack Nicklaus Jr,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00246-01,USA-NC-00246,Lenoir,18,71,Parkland,Donald Ross,1929,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00247-01,USA-NC-00247,Lexington,18,71,Parkland,Dugan Aycock,1938/R-2003,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00248-01,USA-NC-00248,Lincoln,18,72,Parkland,Peter Tufts,1947,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00249-01,USA-NC-00249,Course at Plantation Harbor,18,72,Parkland,Tom Johnson/Frank Marmarose,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00250-01,USA-NC-00250,Linville Falls Mountain & Preserve,18,71,Parkland,R-Lee Trevino,2009,Closed,~,~,~,N/D,N/D,USD
USA-NC-00251-01,USA-NC-00251,Linville,18,72,Parkland,Donald Ross,1924,Closed,~,~,~,N/D,N/D,USD
USA-NC-00252-01,USA-NC-00252,Linville Ridge,18,72,Parkland,George Cobb,1981,Closed,~,~,~,N/D,N/D,USD
USA-NC-00253-01,USA-NC-00253,Linwood Springs,18,72,Parkland,N/D,1956,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00254-01,USA-NC-00254,Little River Farm,18,72,Parkland,Dan Maples,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00255-01,USA-NC-00255,Loch Haven,18,71,Parkland,N/D,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00256-01,USA-NC-00256,Lochmere,18,71,Parkland,Gene Hamm,1985,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00257-01,USA-NC-00257,Lockwood Folly,18,72,Parkland,Willard Byrd,1988,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00258-01,USA-NC-00258,Long Creek,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00259-01,USA-NC-00259,Longmeadow,9,36,Parkland,N/D,1968,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00260-01,USA-NC-00260,Lyn Rock,18,70,Parkland,N/D,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00261-01,USA-NC-00261,Maccripine,18,71,Parkland,Leo Green,1974,Closed,~,~,~,N/D,N/D,USD
USA-NC-00262-01,USA-NC-00262,MacGregor Downs,18,72,Parkland,Willard Byrd,1968,Closed,~,~,~,N/D,N/D,USD
USA-NC-00263-01,USA-NC-00263,Maggie Valley,18,72,Parkland,N/D,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00264-01,USA-NC-00264,Magnolia,18,71,Parkland,Doug Smith,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00265-01,USA-NC-00265,Camelia/Azalea,18,72,Parkland,Tom Jackson,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00265-02,USA-NC-00265,Magnolia/Azalea,18,72,Parkland,Tom Jackson,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00265-03,USA-NC-00265,Magnolia/Camellia,18,72,Parkland,Tom Jackson,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00266-01,USA-NC-00266,Mallard Head,18,72,Parkland,George Cobb,1979,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00267-01,USA-NC-00267,Maple Leaf,18,71,Parkland,Ellis Maples,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00268-01,USA-NC-00268,Marion Lake,18,70,Parkland,Russell Breedon,1950,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00269-01,USA-NC-00269,Marsh Harbour,18,71,Parkland,N/D,1980,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00270-01,USA-NC-00270,McCanless,18,70,Parkland,Ken Monroe,1951,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00271-01,USA-NC-00271,Meadow Greens,18,71,Parkland,Ellis Maples,1955,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00272-01,USA-NC-00272,Meadowbrook,18,72,Parkland,William B Lewis,1963,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00273-01,USA-NC-00273,Meadowlands,18,72,Parkland,Hale Irwin,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00274-01,USA-NC-00274,Meadowlands,18,72,Parkland,Willard Byrd,2001,Open,71,83,71,N/D,N/D,USD
USA-NC-00275-01,USA-NC-00275,Members at St James Plantation,18,72,Parkland,Hale Irwin,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00276-01,USA-NC-00276,Mid Pines Inn,18,72,Parkland,Donald Ross,1921,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00277-01,USA-NC-00277,Mid South,18,71,Parkland,Arnold Palmer,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00278-01,USA-NC-00278,Midland,9,35,Parkland,Tom Jackson,1984,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00279-01,USA-NC-00279,Mill Creek,18,72,Parkland,Bruce Devlin,1980,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00280-01,USA-NC-00280,Mill Creek,18,72,Parkland,Rick Robbins/Brian Lussier/Gary Koch,1995,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00281-01,USA-NC-00281,Mill Run,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00282-01,USA-NC-00282,Mimosa Hills,18,72,Parkland,Donald Ross,1928,Closed,~,~,~,N/D,N/D,USD
USA-NC-00283-01,USA-NC-00283,Minnesott,18,72,Parkland,Russell T Burney,1969,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00284-01,USA-NC-00284,Monroe,18,72,Parkland,Donald Ross/Tom Jackson,1936,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00285-01,USA-NC-00285,Monroeton,18,70,Parkland,N/D,1940,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00286-01,USA-NC-00286,Montgomery,18,72,Parkland,N/D,1953,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00287-01,USA-NC-00287,Monticello,9,35,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00288-01,USA-NC-00288,Mooresville,18,72,Parkland,J Porter Gibson,1978,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00289-01,USA-NC-00289,Morehead City,18,72,Parkland,N/D,1952,Closed,~,~,~,N/D,N/D,USD
USA-NC-00290-01,USA-NC-00290,Mount Airy,9,36,Parkland,N/D,N/D,Closed,~,~,~,N/D,N/D,USD
USA-NC-00291-01,USA-NC-00291,Mount Mitchell,18,72,Parkland,Fred Hawtree,1975,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00292-01,USA-NC-00292,Mountain Air,18,70,Parkland,Scott Pool,1990,Closed,~,~,~,N/D,N/D,USD
USA-NC-00293-01,USA-NC-00293,Mountain Aire,18,72,Parkland,Dennis Lehmann,1950,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00294-01,USA-NC-00294,Mountain Glen,18,72,Parkland,George Cobb,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00295-01,USA-NC-00295,Mountain Harbour,18,72,Parkland,Willard Byrd,1992,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00296-01,USA-NC-00296,Mountain View,18,70,Parkland,N/D,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00297-01,USA-NC-00297,Myers Park,18,72,Parkland,Donald Ross,1921,Closed,~,~,~,N/D,N/D,USD
USA-NC-00298-01,USA-NC-00298,Myrick Hills,18,71,Parkland,Charles Stott/Bland May,1964,Closed,~,~,~,N/D,N/D,USD
USA-NC-00299-01,USA-NC-00299,Nags Head,18,71,Parkland,Jerry Turner,1987,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00300-01,USA-NC-00300,National,18,72,Parkland,Jack Nicklaus,1989,Closed,~,~,~,N/D,N/D,USD
USA-NC-00301-01,USA-NC-00301,New Bern,18,70,Parkland,Donald Ross,1920,Closed,~,~,~,N/D,N/D,USD
USA-NC-00302-01,USA-NC-00302,New River,18,71,Parkland,N/D,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00304-01,USA-NC-00304,Lakes,18,72,Parkland,George Cobb,1967,Closed,~,~,~,N/D,N/D,USD
USA-NC-00304-02,USA-NC-00304,Oaks,18,72,Parkland,George Cobb,1967,Closed,~,~,~,N/D,N/D,USD
USA-NC-00305-01,USA-NC-00305,North River,18,72,Parkland,Bob Moore,2007,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00306-01,USA-NC-00306,North Shore,18,72,Parkland,Bob Moore,1988,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00307-01,USA-NC-00307,North Stone,18,72,Parkland,P B Dye,1997,Closed,~,~,~,N/D,N/D,USD
USA-NC-00308-01,USA-NC-00308,Oak Hills,18,72,Parkland,G W Picklesimer,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00309-01,USA-NC-00309,Oak Hollow,18,72,Parkland,Pete Dye,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00310-01,USA-NC-00310,Oak Island,18,72,Parkland,George Cobb,1969,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00311-01,USA-NC-00311,Oak Valley,18,72,Parkland,Arnold Palmer & Ed Seay,1995,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00312-01,USA-NC-00312,Oakwoods,18,72,Parkland,Tom Jackson,1953,Closed,~,~,~,N/D,N/D,USD
USA-NC-00313-01,USA-NC-00313,Occoneechee,18,71,Parkland,J. Marvin Ray,1963,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-NC-00314-01,USA-NC-00314,Ocean Harbour,18,72,Parkland,Clyde Johnston,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
